entityId,entityType,currencyCode,ContextControlContentAvoidance,ContextControlTargeting,BrandSafety,SuspiciousActivity,Viewability,TRAQ,VideoBrandSafety,VideoSuspiciousActivity,VideoViewability
597058,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
598533,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
598675,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
600114,Advertiser,USD,0.2,0.2,0.04,0,0,0.1,0.1,0.1,0.2
600343,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
600553,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
600739,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
601234,Advertiser,USD,0.2,0.2,0.03,0.03,0.08,0.12,0.1,0.1,0.2
601550,Advertiser,USD,0.2,0.2,0.04,0,0,0.1,0.1,0.1,0.2
602646,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
602738,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
603237,Advertiser,JPY,20.861,20.861,0.04,0.05,0.1,0.15,0.1,0.1,0.2
603843,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
603849,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
603939,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
603946,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
604534,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
605236,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
608141,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
608573,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
608931,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
611733,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
611739,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
613039,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
614250,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
615433,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
617949,Advertiser,USD,0.2,0.2,0.04,0,0,0.1,0.1,0.1,0.2
618156,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
619233,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
619663,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
620554,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
620890,Advertiser,USD,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
620966,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
620976,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
621138,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
622058,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
622835,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
623178,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
623435,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
624032,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
624060,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
624446,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
624537,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
624836,Advertiser,USD,0.2,0.2,0.04,0,0,0.1,0.1,0.1,0.2
625131,Advertiser,NZD,0.28309,0.28309,0.04,0.05,0.1,0.15,0.1,0.1,0.2
625955,Advertiser,CAD,0.25875,0.25875,0.04,0.05,0.1,0.15,0.1,0.1,0.2
626935,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
627131,Advertiser,NZD,0.226,0.28309,0.06,0.03,0.121,0.15,0.091,0.06,0.181
627132,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
627138,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
627143,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
627144,Advertiser,NZD,0.226,0.28309,0.06,0.03,0.121,0.15,0.091,0.06,0.181
627157,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
627163,Advertiser,NZD,0.226,0.28309,0.06,0.03,0.121,0.15,0.091,0.06,0.181
627172,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
627177,Advertiser,NZD,0.226,0.28309,0.06,0.03,0.121,0.15,0.091,0.06,0.181
627178,Advertiser,NZD,0.226,0.28309,0.06,0.03,0.121,0.15,0.091,0.06,0.181
627192,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
630457,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
630750,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
630751,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
630752,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
630756,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
630808,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
631442,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
632344,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
634649,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
634650,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
635241,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
635952,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
636538,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
636941,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
637765,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
639032,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
639647,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
641034,Advertiser,SGD,0.26744,0.26744,0.0207,0.0207,0.0276,0.0138,0.1,0.1,0.2
642148,Advertiser,CAD,0.25875,0.25875,0.04,0.05,0.1,0.15,0.1,0.1,0.2
642546,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
643939,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
644241,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
644441,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
646057,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
646070,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
647490,Advertiser,NZD,0.226,0.28309,0.06,0.03,0.121,0.15,0.091,0.06,0.181
647648,Advertiser,SGD,0.26744,0.26744,0.015,0.015,0.03,0.04,0.1,0.1,0.2
647756,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
647963,Advertiser,USD,0.2,0.2,0.01,0.01,0.02,0.15,0.1,0.1,0.2
648245,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
648286,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
648539,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
648831,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
649137,Advertiser,USD,0.2,0.2,0.03,0.03,0.08,0.12,0.1,0.1,0.2
649233,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
649237,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
649845,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
649846,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
650565,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
651989,Advertiser,SGD,0.26744,0.26744,0.0207,0.0207,0.0276,0.0138,0.1,0.1,0.2
652835,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
653504,Advertiser,GBP,0.14897,0.14897,0.038417,0.038417,0.076835,0.14445,0.1,0.1,0.2
654446,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
654632,Advertiser,GBP,0.14897,0.14897,0.076835,0.076835,0.15367,0.230505,0.1,0.1,0.2
654733,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
657579,Advertiser,NZD,0.226,0.28309,0.06,0.03,0.121,0.15,0.091,0.06,0.181
660545,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.15,0.1,0.1,0.2
660563,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
662863,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
664032,Advertiser,USD,0.2,0.2,0.04,0,0,0.1,0.1,0.1,0.2
666639,Advertiser,SGD,0.26744,0.26744,0.0207,0.0207,0.0276,0.0138,0.1,0.1,0.2
666680,Advertiser,JPY,20.861,20.861,0.04,0.05,0.1,0.15,0.1,0.1,0.2
667861,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
668158,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
670732,Advertiser,USD,0.2,0.2,0.01,0.01,0.02,0.15,0.1,0.1,0.2
672150,Advertiser,USD,0.2,0.2,0.03,0.03,0.08,0.12,0.1,0.1,0.2
673739,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
673952,Advertiser,USD,0.2,0.2,0.04,0,0,0.1,0.1,0.1,0.2
674042,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
674606,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
675059,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
675451,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
675997,Advertiser,AUD,0.27137,0.27137,0.055448,0.06931,0.138619,0.207929,0.1,0.1,0.2
676008,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
676243,Advertiser,DKK,1.23302,1.23302,0.19,0.19,0.3,0.958133,0.638755,0.638755,1.27751
676548,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
677214,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
677260,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
679144,Advertiser,USD,0.2,0.2,0,0.05,0,0,0.1,0.1,0.2
680133,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
680751,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
682355,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
683432,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
683445,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
684380,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
684484,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
684539,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
684542,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
688243,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
692240,Advertiser,SGD,0.204,0.26744,0.055,0.027,0.109,0.15,0.082,0.055,0.164
693431,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
693943,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
694535,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
695233,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
696635,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
696736,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
698633,Advertiser,USD,0.2,0.2,0.04,0.05,0.04,0.15,0.1,0.1,0.2
698740,Advertiser,USD,0.2,0.2,0,0,0,0,0.1,0.1,0.2
698742,Advertiser,USD,0.2,0.2,0,0,0,0,0.1,0.1,0.2
699760,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
699772,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
700137,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
700431,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
702644,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
708834,Advertiser,EUR,0.2,0,0.03,0.03,0.03,0,0.03,0.03,0.03
710831,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
712338,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
712546,Advertiser,GBP,0.14897,0.14897,0.078285,0.078285,0.15657,0.234855,0.1,0.1,0.2
714843,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
717133,Advertiser,AUD,0.214,0.27137,0.057,0.029,0.114,0.15,0.086,0.057,0.171
717237,Advertiser,GBP,0.14897,0.14897,0.039222,0.039222,0.078445,0.147477,0.1,0.1,0.2
717241,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
720142,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
721332,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
721841,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
721931,Advertiser,CAD,0.25875,0.25875,0.04,0.05,0.1,0.15,0.1,0.1,0.2
723539,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
724967,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
725341,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
726738,Advertiser,SGD,0.204,0.26744,0.055,0.027,0.109,0.15,0.082,0.055,0.164
726950,Advertiser,USD,0.2,0.2,0.03,0.03,0.08,0.12,0.1,0.1,0.2
727439,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
729531,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
730757,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
730760,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
730838,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
731240,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
733159,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
733344,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
733732,Advertiser,GBP,0.14897,0.14897,0.038185,0.038185,0.07637,0.143576,0.1,0.1,0.2
736443,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
736535,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
736837,Advertiser,GBP,0.14897,0.14897,0.038215,0.038215,0.07643,0.143688,0.1,0.1,0.2
737339,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
737442,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
737536,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
737543,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
739231,Advertiser,USD,0.2,0.2,0.040001,0.05,0.1,0.15,0.1,0.1,0.2
740949,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
740980,Advertiser,AUD,0.27137,0.27137,0.04,0.05,0.1,0.15,0.1,0.1,0.2
741037,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
741087,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
741754,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
741933,Advertiser,USD,0.2,0.2,0.03,0.03,0.08,0.12,0.1,0.1,0.2
742031,Advertiser,USD,0.3,0.2,0.06,0.06,0.2,0.16,0.2,0.2,0.3
742033,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
742431,Advertiser,USD,0.2,0.2,0.03,0.03,0.08,0.12,0.1,0.1,0.2
743035,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
744032,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
744631,Advertiser,GBP,0.14897,0.14897,0.04,0.05,0.1,0.15,0.1,0.1,0.2
745235,Advertiser,GBP,0.14897,0.14897,0.038405,0.038405,0.07681,0.144403,0.1,0.1,0.2
746470,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
746557,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
747435,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
748546,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
748839,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
750448,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
751766,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
753836,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
755956,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
756932,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
758131,Advertiser,USD,0.2,0.2,0.04,0.01,0.06,0.15,0.1,0.1,0.2
759235,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
760670,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
760845,Advertiser,SGD,0.26744,0.26744,0.0207,0.0207,0.0276,0.0138,0.1,0.1,0.2
761288,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
761292,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
762734,Advertiser,SEK,1.69572,1.69572,0.04,0.05,0.1,0.15,0.1,0.1,0.2
763231,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
765344,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
765348,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
765350,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
765351,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
766858,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
766862,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
766894,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
766957,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
768037,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
768065,Advertiser,NOK,1.76057,1.76057,0.04,0.05,0.1,0.15,0.1,0.1,0.2
768283,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
768332,Advertiser,USD,0.2,0.2,0,0,0,0,0.1,0.1,0.2
768632,Advertiser,NZD,0.28333,0.28333,0.04,0.05,0.1,0.15,0.1,0.1,0.2
768665,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
769254,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
769431,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
769432,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
770511,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
770743,Advertiser,EUR,0.04,0.16568,0.03627,0.03627,0.04,0.04,0.063473,0.063473,0.143919
771135,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771136,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771137,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771138,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771194,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771233,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771240,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771264,Advertiser,NOK,1.76057,1.76057,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771835,Advertiser,USD,0.2,0.2,0,0,0,0,0.1,0.1,0.2
771943,Advertiser,AUD,0.27137,0.27137,0.04,0.05,0.1,0.15,0.1,0.1,0.2
771948,Advertiser,RUB,0.2,0,0.04,0.05,0.1,0.15,0.1,0.1,0.2
773632,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
774634,Advertiser,GBP,0.14897,0.14897,0.04,0.05,0.1,0.15,0.1,0.1,0.2
775137,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
775744,Advertiser,TWD,5.7094,5.7094,0,0,0,0,0.1,0.1,0.2
775939,Advertiser,TRY,1.5661,1.5661,0.04,0.05,0.1,0.15,0.1,0.1,0.2
776444,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
777840,Advertiser,TRY,1.5661,1.5661,0.04,0.05,0.1,0.15,0.1,0.1,0.2
777938,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
777947,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
779035,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
779243,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
780265,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
780338,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
780936,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
781142,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
781333,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
781535,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
781536,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
782660,Advertiser,USD,0.2,0.2,0,0,0,0,0.1,0.1,0.2
782980,Advertiser,NZD,0.28309,0.28309,0.04,0.05,0.1,0.15,0.1,0.1,0.2
783011,Advertiser,GBP,0.14897,0.14897,0.04,0.05,0.1,0.15,0.1,0.1,0.2
783431,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
784344,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
785046,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
785143,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
785536,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
786838,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
787144,Advertiser,USD,0.2,0.2,0.04,0.05,0.06,0.14,0.1,0.1,0.2
788956,Advertiser,GBP,0.14897,0.14897,0,0,0,0,0.1,0.1,0.2
789035,Advertiser,USD,0.2,0.2,0.01,0.01,0.02,0.15,0.1,0.1,0.2
790142,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
790531,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
791031,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
793046,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
793438,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
796331,Advertiser,EUR,0.16568,0.16568,0.04,0.05,0.1,0.15,0.1,0.1,0.2
796535,Advertiser,USD,0.2,0.2,0.03,0.03,0.08,0.12,0.1,0.1,0.2
797431,Advertiser,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
798442,Advertiser,SGD,0.26744,0.26744,0.01,0.01,0.02,0.15,0.1,0.1,0.2
798953,Advertiser,GBP,0.14897,0.14897,0.04,0.05,0.1,0.15,0.1,0.1,0.2
