entityId,entityType,currencyCode,ContextControlContentAvoidance,ContextControlTargeting,BrandSafety,SuspiciousActivity,Viewability,TRAQ,VideoBrandSafety,VideoSuspiciousActivity,VideoViewability
9,Partner,USD,0.15,0.15,0.05,0.05,0.12,0.15,0.1,0.1,0.2
31,Partner,USD,0.2,0.2,0.03,0.03,0.08,0.12,0.1,0.1,0.2
64,Partner,USD,0.12,0.12,0.05,0.05,0.12,0.15,0.1,0.1,0.2
77,Partner,USD,0.2,0.2,0.02,0.04,0.07,0.1,0.1,0.1,0.2
81,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.1,0.06,0.04,0.12
101,Partner,USD,0.15,0.15,0.05,0.05,0.12,0.15,0.1,0.1,0.2
134,Partner,USD,0.2,0.2,0.04,0.05,0.09,0.15,0.1,0.1,0.2
139,Partner,GBP,0.14905,0.14905,0.025,0.025,0.0375,0.07,0.06,0.06,0.12
151,Partner,GBP,0.15,0.14905,0.031,0.016,0.062,0.094,0.047,0.031,0.093
161,Partner,USD,0.2,0.2,0.05,0.01,0.01,0,0.1,0.1,0.2
182,Partner,USD,0.2,0.2,0.04,0.04,0.05,0.14,0.07,0.07,0.2
186,Partner,GBP,0.14905,0.14905,0.031,0.031,0,0.042,0.054,0.054,0.111952
188,Partner,GBP,0.14905,0.14905,0.05,0.05,0.1,0.15,0.1,0.1,0.2
196,Partner,USD,0.2,0.2,0.03,0.04,0.07,0.1,0.1,0.1,0.2
204,Partner,GBP,0.14905,0.14905,0.031,0.031,0.076545,0.114818,0.054,0.054,0.15309
216,Partner,USD,0.2,0.2,0.04,0.05,0.09,0.15,0.1,0.1,0.2
235,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.139545,0.053,0.036,0.107
236,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.136,0.053,0.036,0.107
265,Partner,USD,0.2,0.2,0.04,0.04,0.08,0.08,0.08,0.08,0.16
268,Partner,USD,0.2,0.2,0.04,0.05,0,0.15,0.1,0.1,0.2
274,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.139545,0.053,0.036,0.107
298,Partner,USD,0.2,0.2,0.03,0.04,0.07,0.1,0.1,0.1,0.2
300,Partner,CAD,0.15,0.25883,0.054,0.027,0.107,0.217522,0.08,0.054,0.161
301,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.11,0.053,0.036,0.107
322,Partner,GBP,0.14905,0.14905,0.031,0.031,0.076545,0.114818,0.054,0.054,0.15309
324,Partner,SEK,0.15,1.69924,0.378,0.189,0.756,1.50525,0.567,0.567,1.133
342,Partner,EUR,0.166,0.166,0.034,0.034,0,0,0.059,0.059,0.14
345,Partner,USD,0.2,0.2,0.03,0.04,0.07,0.1,0.1,0.1,0.2
364,Partner,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
375,Partner,AUD,0.15,0.27155,0.057,0.029,0.114,0.237435,0.086,0.057,0.171
388,Partner,EUR,0.133,0.133,0.036,0.018,0.071,0.036,0.053,0.036,0.107
398,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
415,Partner,EUR,0.166,0.166,0.034,0.034,0,0,0.059,0.059,0.14
428,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.12,0.06,0.04,0.12
437,Partner,AUD,0.27,0.27,0.06,0.06,0.13,0.2,0.12,0.12,0.27
439,Partner,AUD,0.26,0.26,0.06,0.06,0.13947,0.209205,0.12,0.12,0.27894
459,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.025,0.06,0.04,0.12
460,Partner,EUR,0.14,0.14,0.02,0.01,0.03,0.12,0.02,0.01,0.03
465,Partner,USD,0.2,0.2,0.02,0.02,0.03,0.15,0.01,0.01,0.1
467,Partner,USD,0.2,0.2,0.01,0.01,0.04,0.02,0.05,0.05,0.13
481,Partner,GBP,0.14905,0.14905,0.031,0.031,0.03,0.04,0.054,0.054,0.15311
482,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
489,Partner,USD,0.2,0.2,0.04,0.04,0.08,0.08,0.08,0.08,0.16
495,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.025,0.06,0.04,0.12
501,Partner,SGD,0.16,0.16,0.033,0.033,0.053,0.2,0.133,0.133,0.133
571,Partner,USD,0.2,0.2,0.03,0.04,0.07,0.1,0.1,0.1,0.2
573,Partner,CAD,0.27,0.25883,0.05,0.05,0.11,0.2,0.11,0.11,0.21
10005,Partner,USD,2,2,2,2,2,2,2,2,2
114034,Partner,EUR,0.166,0.166,0.026,0.026,0.078,0.132923,0.069,0.069,0.156
120031,Partner,BRL,1.0512,1.0512,0.21,0.21,0.532385,0.798577,0.37,0.37,1.06477
121431,Partner,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
122934,Partner,USD,0.2,0.2,0.03,0.05,0.1,0.15,0.1,0.1,0.2
124131,Partner,EUR,0.166,0.166,0.055,0.055,0.08491,0.127365,0.096,0.096,0.16982
127331,Partner,EUR,0.166,0.166,0.0345,0.0345,0.0518,0.0966,0.1,0.1,0.2
132934,Partner,BRL,1.0512,1.0512,0.21,0.21,0.532385,0.798577,0.37,0.37,1.06477
136431,Partner,USD,0.2,0.2,0.03,0.05,0.06,0.15,0.1,0.1,0.2
140231,Partner,NZD,0.28315,0.28315,0.06,0.06,0.15132,0.22698,0.11,0.11,0.30264
146935,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0,0.053,0.036,0.107
148437,Partner,CZK,4.35956,4.35956,0.89,0.89,2.23407,3.351105,1.55,1.55,4.46814
151832,Partner,CAD,0.25883,0.25883,0.053,0.053,0.13389,0.200835,0.11,0.11,0.26778
159031,Partner,GBP,0.14905,0.14905,0.0248,0.031,0.0558,0.088979,0.1,0.1,0.2
159631,Partner,SGD,0.26758,0.26758,0.014,0.014,0.137695,0.206543,0.069,0.069,0.27539
163531,Partner,USD,0.2,0.2,0,0,0,0,0.1,0.1,0.2
173441,Partner,DKK,0.15,1.23576,0.266,0.133,0.532,1.025895,0.399,0.266,0.797
175351,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
183231,Partner,CAD,0.25883,0.25883,0.066,0.066,0.132,0.132,0.132,0.132,0.264
188219,Partner,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
188733,Partner,USD,0.2,0.2,0,0,0,0.15,0.1,0.1,0.2
189638,Partner,CNY,1.31445,1.31445,0.061254,0.061254,0.122508,0.917925,0.1,0.1,0.2
192335,Partner,USD,0.2,0.2,0.01,0.01,0.1,0.15,0.05,0.05,0.2
201846,Partner,USD,0.2,0.2,0.04,0.04,0.08,0.08,0.08,0.08,0.16
202044,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
204631,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
222431,Partner,USD,0.2,0.2,0.03,0.04,0.07,0.1,0.1,0.1,0.2
234340,Partner,USD,0.2,0.2,0.05,0.05,0.1,0.15,0.1,0.1,0.2
235231,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
262570,Partner,GBP,0.14905,0.14905,0.034,0.034,0.076545,0.114818,0.059,0.059,0.15309
266741,Partner,JPY,20.865,20.865,4.4502,5.56275,11.1255,16.68825,0.1,0.1,0.2
285532,Partner,CAD,0.15,0.25883,0.054,0.027,0.107,0.1,0.08,0.054,0.161
285635,Partner,AUD,0.27155,0.27155,0.056,0.056,0.13981,0.209715,0.098,0.098,0.27962
290941,Partner,CAD,0.15,0.25883,0.04,0.05,0.09,0.163455,0.1,0.1,0.2
295733,Partner,USD,0.15,0.2,0.05,0.05,0.1,0.15,0.1,0.1,0.2
296943,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
297350,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
297377,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
297846,Partner,CAD,0.25883,0.25883,0.053,0.053,0.1,0.05,0.093,0.093,0.2
300231,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
305834,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
311249,Partner,HKD,1.55036,1.55036,0.078,0.078,0.77506,1.16259,0.39,0.39,1.55012
311735,Partner,GBP,0.14905,0.14905,0.02,0.02,0.06,0.07,0.05,0.05,0.09
312351,Partner,USD,0.118646,0.118646,0.022246,0.022246,0.029661,0.111231,0.059323,0.059323,0.103815
313591,Partner,USD,0.2,0.2,0.04,0.04,0.1,0.15,0.07,0.07,0.2
315939,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
322344,Partner,USD,0.2,0.2,0,0,0,0,0,0,0
328339,Partner,SEK,1.69924,1.69924,0.0345,0.0345,0.0518,0.0966,0.87519,0.87519,1.75038
330345,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
335540,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
340665,Partner,USD,0.2,0.2,0.05,0.05,0.12,0.15,0.1,0.1,0.2
341349,Partner,USD,0.2,0.2,0,0,0,0,0,0,0
345441,Partner,EUR,0.15,0.166,0.05,0.05,0.1,0.15,0.1,0.1,0.2
347945,Partner,USD,0.2,0.2,0.01,0.01,0.1,0.15,0.05,0.05,0.2
348955,Partner,EUR,0.166,0.166,0.03376,0.0422,0.0844,0.1266,0.0844,0.0844,0.1688
348979,Partner,USD,0.2,0.2,0.04,0.04,0.08,0.12,0.1,0.1,0.2
359460,Partner,USD,0.2,0.2,0.01,0.01,0.1,0.15,0.05,0.05,0.2
362444,Partner,GBP,0.14905,0.14905,0,0,0,0,0.1,0.1,0.2
362749,Partner,USD,0.2,0.2,0.04,0.04,0.1,0.15,0.07,0.07,0.2
378431,Partner,USD,0.2,0.2,0.04,0.04,0.09,0.2,0.07,0.07,0.2
379636,Partner,USD,0.2,0.2,0.04,0.05,0.1,0.15,0.1,0.1,0.2
384934,Partner,USD,0.12,0.12,0.02,0.02,0.03,0.03,0.1,0.1,0.1
403250,Partner,PLN,0.15,0.73821,0.05,0.05,0.1,0.15,0.1,0.1,0.2
404234,Partner,CZK,0.15,4.35956,0.05,0.05,0.1,0.15,0.1,0.1,0.2
405331,Partner,BRL,1.0512,1.0512,0.21,0.21,0.532385,0.798577,0.37,0.37,1.06477
412235,Partner,USD,0.2,0.2,0.05,0.05,0.05,0.05,0.1,0.1,0.2
412657,Partner,EUR,0.04,0.166,0.03627,0.03627,0.04,0.04,0.063473,0.063473,0.143919
416091,Partner,USD,0.2,0.2,0.04,0.05,0,0.15,0.1,0.1,0.2
421131,Partner,PLN,0.15,0.73821,0.05,0.05,0.1,0.15,0.1,0.1,0.2
426369,Partner,GBP,0.14905,0.14905,0.031,0.031,0.03,0.04,0.054,0.054,0.15311
426572,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.1,0.06,0.04,0.12
429237,Partner,CAD,0.25883,0.25883,0.053,0.053,0.133665,0.200497,0.093,0.093,0.26733
441436,Partner,USD,0.2,0.2,0.01,0.01,0.1,0.15,0.05,0.05,0.2
441648,Partner,HKD,0.93312,0.93312,0.23328,0.23328,0.31104,0.23328,0.7776,0.7776,0.7776
442072,Partner,AUD,0.15,0.27155,0.057,0.029,0.114,0.237435,0.086,0.057,0.171
450133,Partner,USD,0.2,0.2,0.01,0.01,0.02,0.15,0.1,0.1,0.2
459333,Partner,NZD,0.280538,0.280538,0.06474,0.06474,0.150487,0.225731,0.129479,0.129479,0.300974
466313,Partner,GBP,0.15,0.14905,0.031,0.016,0.062,0.119828,0.047,0.031,0.093
474865,Partner,CAD,0.25883,0.25883,0.053,0.053,0.133665,0.200497,0.093,0.093,0.26733
476751,Partner,PLN,0.73821,0.73821,0.038,0.038,0.375015,0.562522,0.19,0.19,0.75003
480432,Partner,AUD,0.15,0.27155,0.05,0.05,0.1,0.15,0.1,0.1,0.2
484631,Partner,USD,0.2,0.2,0.03,0.03,0.08,0,0.06,0.06,0.12
485089,Partner,GBP,0,0.14905,0,0,0,0,0,0,0
495973,Partner,EUR,0.2,0.2,0.03,0.03,0.04,0.15,0.06,0.06,0.14
503731,Partner,USD,0.15,0.2,0.03,0.04,0.07,0.1,0.1,0.1,0.2
507685,Partner,USD,0.15,0.2,0.04,0.02,0.08,0,0.06,0.04,0.12
538131,Partner,BRL,1.0512,1.0512,0.21,0.21,0.532385,0.798577,0.37,0.37,1.06477
544985,Partner,GBP,0.12,0.12,0.02,0.01,0.03,0.11,0.02,0.01,0.03
545700,Partner,EUR,0.166,0.166,0.025,0.025,0.025,0.04,0.1,0.1,0.2
547644,Partner,CAD,0.25883,0.25883,0.053,0.053,0.106,0.201457,0.106,0.106,0.211
552168,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.11,0.053,0.036,0.107
552206,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.11,0.053,0.036,0.107
556884,Partner,USD,0.2,0.2,0.025,0.025,0.04,0.025,0.1,0.1,0.2
558737,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
559545,Partner,USD,0.2,0.2,0.025,0.025,0.04,0.025,0.1,0.1,0.1
571354,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
571356,Partner,USD,0.2,0.2,0.025,0.025,0.04,0.025,0.1,0.1,0.1
576944,Partner,AUD,0.27155,0.27155,0.055999,0.069999,0.139997,0.209996,0.1,0.1,0.2
576986,Partner,USD,0.2,0.2,0.05,0.08,0.1,0.15,0.08,0.1,0.08
578868,Partner,HKD,1.55036,1.55036,0.154,0.154,0.231,0.154,0.77,0.77,0.77
586869,Partner,USD,0.2,0.2,0.04,0.04,0.08,0.15,0.1,0.1,0.2
587356,Partner,USD,0.2,0.2,0.04,0.02,0.08,0.12,0.06,0.04,0.12
600548,Partner,EUR,0.166,0.166,0.025,0.025,0.025,0.04,0.1,0.1,0.2
620538,Partner,AUD,0.15,0.27155,0.057,0.029,0.114,0.237435,0.086,0.057,0.171
620539,Partner,AUD,0.15,0.27155,0.057,0.029,0.114,0.237435,0.086,0.057,0.171
623234,Partner,GBP,0.14905,0.14905,0.06,0,0,0,0.1,0,0
631647,Partner,BRL,0.15,1.0512,0.157,0.078,0.314,0.785895,0.235,0.157,0.471
637938,Partner,USD,0.2,0.2,0.02,0.02,0.02,0.15,0.1,0.02,0.02
641046,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
641736,Partner,USD,0.16,0.16,0.02,0.01,0.04,0.15,0.02,0.01,0.04
643565,Partner,ARS,16.28695,16.28695,0.73,0.73,0.81,0.81,3.63,3.63,0.81
645636,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.025,0.06,0.04,0.12
645735,Partner,CNY,0.15,1.31445,0.05,0.05,0.1,0.15,0.1,0.1,0.2
655757,Partner,EUR,0.166,0.166,0.04,0.02,0.07,0.135435,0.05,0.04,0.11
656043,Partner,ILS,0.15,0.6578,0.05,0.05,0.1,0.15,0.1,0.1,0.2
661955,Partner,EUR,0.2,0.2,0.03,0.03,0.04,0.15,0.06,0.06,0.14
663237,Partner,USD,0.15,0.2,0.04,0.02,0.08,0,0.06,0.04,0.12
663559,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.025,0.06,0.04,0.12
667134,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
668155,Partner,USD,0.2,0.2,0.04,0,0,0.15,0.1,0.1,0.2
668669,Partner,EUR,0.15,0.166,0.05,0.05,0.1,0.15,0.1,0.1,0.2
671980,Partner,USD,0.2,0.2,0.02,0.02,0.03,0.02,0.01,0.01,0.1
674861,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
675957,Partner,EUR,0.166,0.166,0.034,0.034,0,0,0.059,0.059,0.14
676185,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
679140,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.107,0.053,0.036,0.107
681831,Partner,USD,0.2,0.2,0.01,0.01,0.1,0.15,0.05,0.05,0.2
682892,Partner,GBP,0.14905,0.14905,0.031,0.031,0.03,0.04,0.054,0.054,0.15311
688064,Partner,USD,0.2,0.2,0.05,0.05,0.1,0.15,0.1,0.1,0.2
689898,Partner,HKD,1.55036,1.55036,0.078,0.078,0.77506,1.16259,0.39,0.39,1.55012
691045,Partner,USD,0.2,0.2,0.01,0.01,0.02,0.02,0.05,0.05,0.13
698259,Partner,EUR,0.166,0.166,0.03376,0.0422,0.0844,0.1266,0.0844,0.0844,0.1688
719344,Partner,AUD,0.27155,0.27155,0.056,0.056,0.13981,0.209715,0.098,0.098,0.27962
720136,Partner,EUR,0.166,0.166,0.034,0.034,0.084995,0.127492,0.059,0.059,0.16999
726794,Partner,AUD,0.15,0.27155,0.057,0.029,0.114,0.237435,0.086,0.057,0.171
730752,Partner,EUR,0.2,0.2,0.03,0.03,0.04,0.15,0.06,0.06,0.14
735750,Partner,MXN,4.00979,4.00979,0.91,0.91,0.35,0.35,1.59,1.59,0.2
746458,Partner,GBP,0.14905,0.14905,0.031,0.031,0.07646,0.11469,0.054,0.054,0.15292
748037,Partner,USD,0.2,0.2,0.04,0.04,0.09,0.12,0.1,0.1,0.2
749965,Partner,GBP,0.15,0.14905,0.031,0.016,0.062,0.119828,0.047,0.031,0.093
756152,Partner,EUR,0.166,0.166,0.04,0.04,0.04,0.04,0.07,0.07,0.14
756163,Partner,USD,0.2,0.2,0.04,0.04,0.1,0.15,0.07,0.07,0.2
758331,Partner,EUR,0.166,0.166,0.04,0.04,0.04,0.04,0.07,0.07,0.14
758332,Partner,EUR,0.166,0.166,0.034,0.034,0.04,0.04,0.059,0.059,0.14
759045,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
759047,Partner,USD,0.2,0.2,0.01,0.01,0.1,0.15,0.05,0.05,0.2
760679,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
760682,Partner,CZK,4.35956,4.35956,0.22,0.22,2.23407,3.351105,1.12,1.12,4.46814
760735,Partner,CHF,0.2,0.2,0.04,0.04,0.05,0.15,0.07,0.07,0.16
760840,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
761844,Partner,USD,0.15,0.15,0.05,0.05,0.12,0.15,0.1,0.1,0.2
763533,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
768331,Partner,ARS,0.15,16.28695,1.757,0.879,3.515,9.842925,2.636,1.757,5.272
770447,Partner,EUR,0.04,0.166,0.03627,0.03627,0.04,0.04,0.063473,0.063473,0.143919
782548,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
782644,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
782650,Partner,MXN,0.15,4.00979,0.765,0.382,1.529,3.59601,1.147,0.765,2.294
782656,Partner,MXN,0.15,4.00979,0.765,0.382,1.529,3.59601,1.147,0.765,2.294
782731,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
782732,Partner,USD,0.15,0.2,0.04,0.02,0.08,0,0.06,0.04,0.12
782733,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
782833,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
782842,Partner,RUB,15.14745,15.14745,0.74,0.74,7.313285,10.969927,3.69,3.69,14.62657
782854,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.03,0.082,0.055,0.164
782931,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
784547,Partner,USD,0.2,0.2,0.05,0.05,0.1,0.15,0.1,0.1,0.2
789136,Partner,EUR,0.166,0.166,0.06,0,0,0,0.07,0.07,0.14
789173,Partner,TRY,1.57011,1.57011,0.07,0.07,0.6956,1.0434,0.35,0.35,1.3912
790549,Partner,TRY,1.57011,1.57011,0.07,0.07,0.6956,1.0434,0.35,0.35,1.3912
790551,Partner,TRY,1.57011,1.57011,0.07,0.07,0.697245,1.045867,0.35,0.35,1.39449
793042,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
793048,Partner,GBP,0.15,0.14905,0.031,0.016,0.062,0.119828,0.047,0.031,0.093
795439,Partner,EUR,0.166,0.166,0.04,0.02,0.07,0.135435,0.05,0.04,0.11
796131,Partner,GBP,0.15,0.14905,0.031,0.016,0.062,0.119828,0.047,0.031,0.093
796169,Partner,NOK,1.46,1.46,0.18,0.09,0.37,0.12,0.18,0.09,0.37
796931,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.21354,0.082,0.055,0.164
799732,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.03,0.082,0.055,0.164
802069,Partner,USD,0.197882,0.197882,0.043974,0.043974,0.095276,0.146579,0.087948,0.087948,0.197882
803357,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
803374,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.21354,0.082,0.055,0.164
803378,Partner,EUR,0.166,0.166,0.06,0,0,0,0.07,0.07,0.14
803733,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.03,0.082,0.055,0.164
805451,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
805662,Partner,THB,0.15,6.0516,0.05,0.05,0.1,0.15,0.1,0.1,0.2
805696,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
805850,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.03,0.082,0.055,0.164
806859,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
806865,Partner,AUD,0.15,0.27155,0.057,0.029,0.114,0.237435,0.086,0.057,0.171
807232,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
807537,Partner,NZD,0.15,0.28315,0.05,0.05,0.1,0.15,0.1,0.1,0.2
807570,Partner,EUR,0.166,0.166,0.0085,0.0085,0.084995,0.127492,0.043,0.043,0.16999
807574,Partner,EUR,0.166,0.166,0.0085,0.0085,0.084995,0.127492,0.043,0.043,0.16999
809048,Partner,CZK,4.35956,4.35956,0.22,0.22,2.23407,3.351105,1.12,1.12,4.46814
809469,Partner,CZK,4.35956,4.35956,0.22,0.22,2.23407,3.351105,1.12,1.12,4.46814
809540,Partner,EUR,0.166,0.166,0.06,0,0,0,0.07,0.07,0.14
813440,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.21354,0.082,0.055,0.164
813441,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.21354,0.082,0.055,0.164
819577,Partner,GBP,0.14905,0.14905,0.031,0.031,0.07646,0.11469,0.054,0.054,0.15292
819623,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
820732,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
821138,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.21354,0.082,0.055,0.164
823532,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
828933,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.21354,0.082,0.055,0.164
828934,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
828937,Partner,GBP,0.15,0.14905,0.031,0.016,0.062,0.119828,0.047,0.031,0.093
828939,Partner,SGD,0.15,0.26758,0.055,0.027,0.109,0.21354,0.082,0.055,0.164
828950,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
832632,Partner,EUR,0.166,0.166,0.06,0,0,0,0.07,0.07,0.14
832643,Partner,BRL,0.15,1.0512,0.157,0.078,0.314,0.785895,0.235,0.157,0.471
835956,Partner,USD,0.2,0.2,0.05,0.05,0.05,0.05,0.08,0.08,0.16
835958,Partner,SEK,1.69924,1.69924,0.35,0.35,0.873785,1.310678,0.61,0.61,1.74757
835959,Partner,USD,0.2,0.2,0.04,0.04,0.05,0.05,0.07,0.07,0.16
836332,Partner,USD,0.2,0.2,0.05,0.05,0.05,0.05,0.08,0.08,0.16
836931,Partner,USD,0.2,0.2,0.04,0.04,0.05,0.05,0.07,0.07,0.16
837963,Partner,USD,0.15,0.15,0.05,0.05,0.12,0.15,0.1,0.1,0.2
837966,Partner,USD,0.2,0.2,0.04,0.04,0.05,0.05,0.07,0.07,0.16
840943,Partner,AUD,0.17,0.17,0.06,0.03,0.11,0.15,0.08,0.06,0.17
842445,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
848432,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.1,0.06,0.04,0.12
848637,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.1,0.06,0.04,0.12
848638,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
848639,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
849131,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
849134,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
849135,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
849137,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
849138,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
849331,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
849431,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.15,0.06,0.04,0.12
849631,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.1,0.06,0.04,0.12
849753,Partner,EUR,0.15,0.166,0.04,0.02,0.08,0.13749,0.06,0.04,0.12
850332,Partner,USD,0.15,0.2,0.04,0.02,0.08,0.025,0.06,0.04,0.12
868459,Partner,USD,0.2,0.2,0.01,0.01,0.1,0.15,0.05,0.05,0.2
877840,Partner,SEK,1.69924,1.69924,0.35,0.35,0.873785,1.310678,0.61,0.61,1.74757
884841,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.13749,0.053,0.036,0.107
887358,Partner,EUR,0.15,0.166,0.036,0.018,0.071,0.11,0.053,0.036,0.107
888367,Partner,EUR,0.166,0.166,0.06,0,0.04,0.04,0.07,0.07,0.14
888458,Partner,EUR,0.166,0.166,0.034,0.034,0,0,0.059,0.059,0.14
896244,Partner,CNY,0.15,1.31445,0.05,0.05,0.1,0.15,0.1,0.1,0.2
900066,Partner,ZAR,0.15,3.05137,0.575,0.288,1.15,2.806733,0.863,0.575,1.725
901333,Partner,ZAR,0.15,3.05137,0.575,0.288,1.15,2.8287,0.863,0.575,1.725
908036,Partner,USD,0.15,0.15,0.04,0.02,0.08,0.15,0.06,0.04,0.12
915059,Partner,EUR,0.166,0.166,0.032,0.032,0.08491,0.127365,0.059,0.059,0.16982
915684,Partner,EUR,0.166,0.166,0.034,0.034,0.08491,0.127365,0.059,0.059,0.16982
919239,Partner,JPY,20.865,20.865,4.23,4.23,10.5755,15.86325,7.4,7.4,21.151
920342,Partner,EUR,0.166,0.166,0.0085,0.0085,0.084995,0.127492,0.043,0.043,0.16999
